Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Activity
274.562,10.237,-4.001,-0.869,11.025,Walking
274.572,9.997,-4.25,-1.093,10.918,Walking
274.582,9.99,-4.468,-1.035,10.992,Walking
274.592,10.171,-4.635,-0.772,11.204,Walking
274.602,10.511,-4.756,-0.288,11.54,Walking
274.612,10.897,-4.857,0.248,11.933,Walking
274.622,11.235,-4.951,0.62,12.293,Walking
274.631,11.448,-5.056,0.663,12.532,Walking
274.641,11.541,-5.132,0.443,12.639,Walking
274.651,11.619,-5.256,0.057,12.752,Walking
274.661,11.625,-5.348,-0.428,12.804,Walking
274.671,11.628,-5.427,-0.821,12.858,Walking
274.681,11.597,-5.476,-1.119,12.873,Walking
274.691,11.45,-5.467,-1.374,12.762,Walking
274.701,11.169,-5.431,-1.585,12.52,Walking
274.711,10.771,-5.356,-1.762,12.157,Walking
274.721,10.246,-5.162,-1.916,11.632,Walking
274.731,9.67,-4.943,-2.089,11.059,Walking
274.741,9.037,-4.665,-2.239,10.414,Walking
274.751,8.428,-4.322,-2.272,9.74,Walking
274.761,7.897,-4.011,-2.193,9.125,Walking
274.771,7.49,-3.784,-2.065,8.642,Walking
274.781,7.103,-3.624,-1.953,8.21,Walking
274.791,6.823,-3.526,-1.824,7.894,Walking
274.801,6.645,-3.41,-1.765,7.675,Walking
274.811,6.489,-3.325,-1.812,7.513,Walking
274.821,6.426,-3.286,-1.888,7.46,Walking
274.831,6.512,-3.304,-1.934,7.554,Walking
274.841,6.646,-3.358,-2.002,7.71,Walking
274.851,6.809,-3.351,-2.035,7.857,Walking
274.861,6.935,-3.275,-2.054,7.94,Walking
274.87,7.004,-3.137,-2.033,7.939,Walking
274.88,7.054,-2.984,-1.955,7.905,Walking
274.89,7.003,-2.841,-1.887,7.789,Walking
274.9,7.023,-2.841,-1.739,7.773,Walking
274.91,7.048,-2.974,-1.573,7.81,Walking
274.92,7.021,-3.176,-1.492,7.849,Walking
274.93,7.002,-3.388,-1.495,7.921,Walking
274.94,6.948,-3.617,-1.565,7.988,Walking
274.95,6.94,-3.924,-1.622,8.136,Walking
274.96,7.134,-4.291,-1.546,8.467,Walking
274.97,7.369,-4.63,-1.448,8.823,Walking
274.98,7.536,-4.906,-1.447,9.108,Walking
274.99,7.578,-5.103,-1.59,9.273,Walking
275,7.471,-5.17,-1.821,9.266,Walking
275.01,7.275,-5.114,-2.024,9.12,Walking
275.02,7.149,-4.985,-2.062,8.956,Walking
275.03,7.253,-4.889,-1.845,8.939,Walking
275.04,7.675,-4.916,-1.456,9.23,Walking
275.05,8.385,-5.023,-1.084,9.835,Walking
275.06,9.009,-5.03,-1.039,10.371,Walking
275.07,9.308,-4.857,-1.306,10.58,Walking
275.08,9.436,-4.489,-1.629,10.576,Walking
275.09,9.456,-3.989,-1.904,10.438,Walking
275.1,9.439,-3.548,-2.068,10.293,Walking
275.11,9.505,-3.319,-2.179,10.301,Walking
275.119,9.738,-3.378,-2.175,10.534,Walking
275.129,10.089,-3.553,-2.109,10.903,Walking
275.139,10.487,-3.825,-2.232,11.384,Walking
275.149,10.92,-4.263,-2.557,11.998,Walking
275.159,11.347,-4.775,-3.014,12.674,Walking
275.169,11.805,-5.302,-3.544,13.418,Walking
275.179,12.161,-5.763,-4.163,14.086,Walking
275.189,12.277,-6.074,-4.774,14.505,Walking
275.199,12.174,-6.196,-5.19,14.613,Walking
275.209,11.933,-6.134,-5.35,14.445,Walking
275.219,11.555,-5.919,-5.251,14.005,Walking
275.229,11.028,-5.534,-4.859,13.261,Walking
275.239,10.413,-5.035,-4.341,12.354,Walking
275.249,9.831,-4.513,-3.84,11.479,Walking
275.259,9.277,-4.028,-3.378,10.663,Walking
275.269,8.675,-3.587,-2.978,9.848,Walking
275.279,8.085,-3.257,-2.473,9.06,Walking
275.289,7.659,-3.066,-1.697,8.423,Walking
275.299,7.317,-2.928,-0.225,7.884,Walking
275.309,6.903,-2.865,1.333,7.592,Walking
275.319,6.617,-2.769,2.073,7.467,Walking
275.329,6.593,-2.549,1.983,7.341,Walking
275.339,6.759,-2.22,1.412,7.253,Walking
275.349,6.921,-1.889,0.71,7.209,Walking
275.358,7.164,-1.72,0.256,7.372,Walking
275.368,7.558,-1.695,0.297,7.751,Walking
275.378,7.923,-1.615,0.705,8.117,Walking
275.388,8.237,-1.528,1.136,8.454,Walking
275.398,8.528,-1.496,1.297,8.755,Walking
275.408,8.948,-1.573,1.117,9.153,Walking
275.418,9.404,-1.669,0.71,9.578,Walking
275.428,9.864,-1.789,0.28,10.029,Walking
275.438,10.4,-1.962,-0.046,10.583,Walking
275.448,10.946,-2.141,-0.225,11.156,Walking
275.458,11.423,-2.322,-0.278,11.66,Walking
275.468,11.835,-2.512,-0.366,12.105,Walking
275.478,12.15,-2.658,-0.491,12.447,Walking
275.488,12.417,-2.766,-0.596,12.735,Walking
275.498,12.603,-2.802,-0.659,12.928,Walking
275.508,12.681,-2.773,-0.573,12.993,Walking
275.518,12.809,-2.771,-0.385,13.111,Walking
275.528,12.951,-2.841,-0.232,13.261,Walking
275.538,13.149,-3.003,-0.237,13.49,Walking
275.548,13.431,-3.195,-0.37,13.81,Walking
275.558,13.696,-3.344,-0.596,14.111,Walking
275.568,13.836,-3.485,-0.889,14.295,Walking
275.578,13.765,-3.608,-1.204,14.281,Walking
275.588,13.502,-3.703,-1.397,14.07,Walking
275.598,13.188,-3.804,-1.548,13.813,Walking
275.607,12.799,-3.903,-1.726,13.491,Walking
275.617,12.222,-3.869,-1.882,12.957,Walking
275.627,11.637,-3.831,-1.989,12.412,Walking
275.637,11.106,-3.838,-2.12,11.94,Walking
275.647,10.737,-3.94,-2.158,11.639,Walking
275.657,10.525,-4.059,-2.112,11.476,Walking
275.667,10.485,-4.122,-1.839,11.415,Walking
275.677,10.641,-4.105,-1.367,11.487,Walking
275.687,10.922,-4.09,-0.74,11.686,Walking
275.697,11.295,-4.144,-0.127,12.032,Walking
275.707,11.744,-4.325,0.291,12.518,Walking
275.717,12.079,-4.499,0.477,12.898,Walking
275.727,12.366,-4.661,0.513,13.225,Walking
275.737,12.603,-4.854,0.305,13.509,Walking
275.747,12.786,-5.159,-0.116,13.788,Walking
275.757,12.885,-5.469,-0.598,14.01,Walking
275.767,12.856,-5.76,-1.158,14.135,Walking
275.777,12.704,-5.903,-1.775,14.121,Walking
275.787,12.421,-5.93,-2.345,13.962,Walking
275.797,11.918,-5.883,-2.786,13.58,Walking
275.807,11.218,-5.698,-3.023,12.941,Walking
275.817,10.456,-5.545,-3.188,12.257,Walking
275.827,9.77,-5.363,-3.089,11.566,Walking
275.837,9.097,-5.174,-2.743,10.819,Walking
275.846,8.457,-5.097,-2.216,10.12,Walking
275.856,7.951,-5.249,-1.818,9.699,Walking
275.866,7.407,-5.385,-1.633,9.302,Walking
275.876,6.878,-5.332,-1.57,8.843,Walking
275.886,6.381,-5.073,-1.598,8.307,Walking
275.896,5.92,-4.706,-1.705,7.752,Walking
275.906,5.557,-4.316,-1.787,7.26,Walking
275.916,5.357,-3.873,-1.723,6.831,Walking
275.926,5.221,-3.421,-1.552,6.432,Walking
275.936,5.119,-2.979,-1.31,6.066,Walking
275.946,5.07,-2.572,-1.033,5.778,Walking
275.956,4.985,-2.188,-0.812,5.504,Walking
275.966,4.893,-1.843,-0.648,5.268,Walking
275.976,4.896,-1.561,-0.551,5.169,Walking
275.986,4.924,-1.391,-0.533,5.145,Walking
275.996,5.004,-1.38,-0.616,5.227,Walking
276.006,5.129,-1.501,-0.791,5.403,Walking
276.016,5.3,-1.793,-1.095,5.701,Walking
276.026,5.588,-2.289,-1.482,6.218,Walking
276.036,5.91,-2.716,-1.835,6.758,Walking
276.046,6.243,-3.036,-2.07,7.244,Walking
276.056,6.657,-3.399,-2.166,7.782,Walking
276.066,7.003,-3.717,-2.216,8.233,Walking
276.076,7.288,-4.037,-2.189,8.615,Walking
276.086,7.52,-4.371,-2.085,8.944,Walking
276.095,7.677,-4.689,-2.018,9.219,Walking
276.105,7.897,-5.073,-2.037,9.605,Walking
276.115,8.153,-5.429,-2.202,10.04,Walking
276.125,8.315,-5.662,-2.411,10.344,Walking
276.135,8.597,-5.73,-2.592,10.652,Walking
276.145,8.955,-5.633,-2.734,10.927,Walking
276.155,9.212,-5.416,-2.873,11.066,Walking
276.165,9.415,-5.163,-2.914,11.126,Walking
276.175,9.517,-4.884,-2.919,11.088,Walking
276.185,9.579,-4.649,-2.842,11.02,Walking
276.195,9.758,-4.591,-2.705,11.119,Walking
276.205,9.969,-4.783,-2.622,11.364,Walking
276.215,10.269,-5.207,-2.637,11.812,Walking
276.225,10.707,-5.672,-2.825,12.442,Walking
276.235,11.169,-6.061,-3.248,13.117,Walking
276.245,11.477,-6.326,-3.688,13.614,Walking
276.255,11.727,-6.433,-4.013,13.965,Walking
276.265,11.935,-6.454,-4.3,14.233,Walking
276.275,11.992,-6.357,-4.494,14.297,Walking
276.285,11.942,-6.107,-4.522,14.155,Walking
276.295,11.764,-5.724,-4.421,13.81,Walking
276.305,11.417,-5.239,-4.198,13.245,Walking
276.315,10.904,-4.682,-3.861,12.479,Walking
276.325,10.263,-4.159,-3.155,11.515,Walking
276.334,9.615,-3.83,-2.22,10.585,Walking
276.344,8.983,-3.612,-1.26,9.764,Walking
276.354,8.522,-3.488,-0.524,9.223,Walking
276.364,8.231,-3.38,-0.234,8.901,Walking
276.374,7.991,-3.24,-0.317,8.628,Walking
276.384,7.815,-3.092,-0.469,8.418,Walking
276.394,7.745,-2.977,-0.492,8.312,Walking
276.404,7.701,-2.868,-0.395,8.227,Walking
276.414,7.591,-2.665,-0.177,8.047,Walking
276.424,7.603,-2.418,0.122,7.979,Walking
276.434,7.765,-2.217,0.275,8.08,Walking
276.444,7.922,-2,0.25,8.175,Walking
276.454,8.184,-1.875,0.153,8.398,Walking
276.464,8.485,-1.85,0.012,8.684,Walking
276.474,8.85,-1.884,-0.091,9.048,Walking
276.484,9.352,-1.985,-0.186,9.562,Walking
276.494,9.761,-2.125,-0.396,9.998,Walking
276.504,10.086,-2.222,-0.693,10.351,Walking
276.514,10.385,-2.294,-1.078,10.69,Walking
276.524,10.672,-2.381,-1.46,11.031,Walking
276.534,10.985,-2.509,-1.743,11.402,Walking
276.544,11.356,-2.674,-1.842,11.811,Walking
276.554,11.764,-2.851,-1.82,12.241,Walking
276.564,12.071,-3.032,-1.822,12.578,Walking
276.573,12.355,-3.187,-1.822,12.889,Walking
276.583,12.59,-3.254,-1.838,13.133,Walking
276.593,12.851,-3.25,-1.854,13.385,Walking
276.603,13.09,-3.278,-1.888,13.626,Walking
276.613,13.335,-3.334,-1.893,13.875,Walking
276.623,13.6,-3.425,-1.816,14.141,Walking
276.633,13.862,-3.597,-1.696,14.421,Walking
276.643,13.971,-3.708,-1.647,14.548,Walking
276.653,13.843,-3.646,-1.784,14.426,Walking
276.663,13.509,-3.494,-1.951,14.09,Walking
276.673,13.13,-3.33,-2.048,13.7,Walking
276.683,12.691,-3.144,-2.04,13.233,Walking
276.693,12.104,-2.905,-1.901,12.592,Walking
276.703,11.446,-2.723,-1.627,11.878,Walking
276.713,10.819,-2.661,-1.209,11.207,Walking
276.723,10.458,-2.714,-0.703,10.827,Walking
276.733,10.438,-2.935,-0.326,10.848,Walking
276.743,10.383,-3.102,-0.104,10.837,Walking
276.753,10.389,-3.147,0.145,10.856,Walking
276.763,10.571,-3.184,0.426,11.048,Walking
276.773,10.895,-3.286,0.738,11.404,Walking
276.783,11.294,-3.456,1.029,11.855,Walking
276.793,11.668,-3.687,1.19,12.294,Walking
276.803,11.96,-3.95,1.154,12.648,Walking
276.813,12.314,-4.347,0.911,13.09,Walking
276.822,12.607,-4.726,0.53,13.474,Walking
276.832,12.83,-4.995,0.126,13.769,Walking
276.842,12.964,-5.176,-0.342,13.963,Walking
276.852,12.902,-5.262,-0.854,13.959,Walking
276.862,12.591,-5.229,-1.314,13.697,Walking
276.872,12.09,-5.043,-1.702,13.209,Walking
276.882,11.47,-4.817,-1.968,12.595,Walking
276.892,10.798,-4.553,-2.034,11.893,Walking
276.902,10.101,-4.245,-1.895,11.12,Walking
276.912,9.518,-3.978,-1.599,10.439,Walking
276.922,9.014,-3.73,-1.277,9.839,Walking
276.932,8.566,-3.506,-1.028,9.313,Walking
276.942,8.206,-3.353,-0.971,8.917,Walking
276.952,7.951,-3.277,-1.108,8.671,Walking
276.962,7.71,-3.204,-1.311,8.452,Walking
276.972,7.478,-3.093,-1.453,8.222,Walking
276.982,7.321,-2.953,-1.511,8.038,Walking
276.992,7.253,-2.815,-1.52,7.927,Walking
277.002,7.203,-2.652,-1.44,7.81,Walking
277.012,7.224,-2.488,-1.286,7.748,Walking
277.022,7.246,-2.321,-1.177,7.7,Walking
277.032,7.246,-2.164,-1.118,7.645,Walking
277.042,7.173,-2.011,-1.127,7.535,Walking
277.052,7.128,-1.928,-1.219,7.484,Walking
277.061,7.017,-1.842,-1.395,7.388,Walking
277.071,6.818,-1.744,-1.668,7.233,Walking
277.081,6.674,-1.789,-1.915,7.17,Walking
277.091,6.629,-1.989,-2.135,7.243,Walking
277.101,6.749,-2.326,-2.181,7.464,Walking
277.111,7.04,-2.73,-2.092,7.835,Walking
277.121,7.399,-3.118,-1.951,8.263,Walking
277.131,7.699,-3.385,-1.784,8.597,Walking
277.141,7.763,-3.455,-1.613,8.649,Walking
277.151,7.606,-3.371,-1.379,8.433,Walking
277.161,7.458,-3.275,-1.117,8.221,Walking
277.171,7.506,-3.308,-0.83,8.244,Walking
277.181,7.869,-3.479,-0.468,8.617,Walking
277.191,8.433,-3.646,-0.23,9.19,Walking
277.201,9.041,-3.701,-0.143,9.77,Walking
277.211,9.614,-3.54,-0.209,10.247,Walking
277.221,10.114,-3.242,-0.364,10.627,Walking
277.231,10.412,-2.803,-0.568,10.798,Walking
277.241,10.308,-2.346,-0.863,10.606,Walking
277.251,9.99,-1.925,-1.04,10.227,Walking
277.261,9.79,-1.703,-1.133,10.002,Walking
277.271,9.75,-1.726,-1.151,9.968,Walking
277.281,9.878,-1.965,-1.117,10.133,Walking
277.291,10.2,-2.39,-1.051,10.529,Walking
277.301,10.628,-2.839,-1.068,11.053,Walking
277.31,11.113,-3.234,-1.218,11.637,Walking
277.32,11.645,-3.651,-1.438,12.288,Walking
277.33,12.144,-4.009,-1.747,12.907,Walking
277.34,12.516,-4.194,-2.206,13.383,Walking
277.35,12.722,-4.277,-2.698,13.691,Walking
277.36,12.764,-4.221,-3.062,13.788,Walking
277.37,12.611,-4.004,-3.199,13.613,Walking
277.38,12.29,-3.621,-3.082,13.178,Walking
277.39,11.9,-3.181,-2.755,12.622,Walking
277.4,11.435,-2.685,-2.245,11.958,Walking
277.41,10.957,-2.216,-1.7,11.308,Walking
277.42,10.525,-1.873,-1.253,10.763,Walking
277.43,10.145,-1.648,-0.967,10.324,Walking
277.44,9.775,-1.522,-0.814,9.926,Walking
277.45,9.414,-1.412,-0.687,9.544,Walking
277.46,9.168,-1.31,-0.467,9.272,Walking
277.47,9.012,-1.177,-0.184,9.09,Walking
277.48,8.908,-1.058,0.144,8.971,Walking
277.49,8.859,-0.911,0.406,8.915,Walking
277.5,8.829,-0.665,0.55,8.871,Walking
277.51,8.793,-0.346,0.55,8.817,Walking
277.52,8.823,-0.044,0.477,8.836,Walking
277.53,8.902,0.186,0.375,8.912,Walking
277.54,9.08,0.296,0.25,9.088,Walking
277.549,9.412,0.292,0.259,9.42,Walking
277.559,9.858,0.17,0.291,9.864,Walking
277.569,10.352,0,0.228,10.355,Walking
277.579,10.776,-0.154,0.058,10.777,Walking
277.589,11.148,-0.251,-0.107,11.151,Walking
277.599,11.576,-0.32,-0.202,11.582,Walking
277.609,12.095,-0.4,-0.23,12.104,Walking
277.619,12.568,-0.472,-0.224,12.579,Walking
277.629,12.934,-0.588,-0.21,12.949,Walking
277.639,13.217,-0.68,-0.112,13.235,Walking
277.649,13.478,-0.766,-0.011,13.5,Walking
277.659,13.682,-0.826,0.011,13.707,Walking
277.669,13.739,-0.848,-0.052,13.765,Walking
277.679,13.741,-0.92,-0.196,13.773,Walking
277.689,13.84,-1.039,-0.32,13.883,Walking
277.699,14.058,-1.155,-0.389,14.111,Walking
277.709,14.257,-1.261,-0.507,14.322,Walking
277.719,14.171,-1.334,-0.881,14.261,Walking
277.729,13.724,-1.37,-1.434,13.867,Walking
277.739,12.984,-1.309,-1.937,13.193,Walking
277.749,12.127,-1.205,-2.201,12.384,Walking
277.759,11.305,-1.169,-2.17,11.571,Walking
277.769,10.634,-1.29,-1.882,10.876,Walking
277.779,10.245,-1.578,-1.423,10.463,Walking
277.789,10.224,-1.979,-0.921,10.454,Walking
277.798,10.522,-2.388,-0.484,10.8,Walking
277.808,11.104,-2.739,-0.218,11.439,Walking
277.818,11.83,-2.98,-0.181,12.201,Walking
277.828,12.516,-3.044,-0.322,12.885,Walking
277.838,13.1,-3.071,-0.542,13.466,Walking
277.848,13.628,-3.328,-0.793,14.051,Walking
277.858,14.089,-3.56,-0.983,14.565,Walking
277.868,14.509,-3.737,-1.167,15.028,Walking
277.878,14.779,-3.894,-1.359,15.343,Walking
277.888,14.87,-4.065,-1.458,15.484,Walking
277.898,14.734,-4.179,-1.4,15.379,Walking
277.908,14.303,-4.248,-1.243,14.972,Walking
277.918,13.679,-4.305,-1.025,14.377,Walking
277.928,12.966,-4.353,-0.929,13.708,Walking
277.938,12.262,-4.401,-1.192,13.082,Walking
277.948,11.499,-4.376,-1.812,12.436,Walking
277.958,10.668,-4.227,-2.482,11.74,Walking
277.968,9.828,-3.909,-2.787,10.937,Walking
277.978,9.075,-3.58,-2.793,10.147,Walking
277.988,8.474,-3.279,-2.553,9.438,Walking
277.998,7.689,-2.883,-2.204,8.502,Walking
278.008,6.924,-2.43,-1.71,7.534,Walking
278.018,6.261,-1.979,-1.287,6.691,Walking
278.028,5.75,-1.525,-0.924,6.02,Walking
278.037,5.327,-1.113,-0.613,5.477,Walking
278.047,5.013,-0.805,-0.407,5.093,Walking
278.057,4.861,-0.601,-0.264,4.905,Walking
278.067,4.822,-0.5,-0.182,4.851,Walking
278.077,4.918,-0.534,-0.122,4.949,Walking
278.087,5.086,-0.599,-0.149,5.123,Walking
278.097,5.298,-0.728,-0.177,5.351,Walking
278.107,5.642,-0.961,-0.248,5.728,Walking
278.117,6.05,-1.258,-0.41,6.193,Walking
278.127,6.441,-1.58,-0.716,6.67,Walking
278.137,6.679,-1.79,-1.186,7.015,Walking
278.147,6.807,-1.937,-1.734,7.287,Walking
278.157,6.923,-2.116,-2.299,7.595,Walking
278.167,6.958,-2.365,-2.816,7.87,Walking
278.177,6.95,-2.6,-3.202,8.082,Walking
278.187,7.038,-2.794,-3.444,8.319,Walking
278.197,7.216,-2.939,-3.562,8.568,Walking
278.207,7.399,-2.983,-3.496,8.71,Walking
278.217,7.613,-2.905,-3.171,8.744,Walking
278.227,7.893,-2.852,-2.665,8.806,Walking
278.237,8.342,-2.829,-1.965,9.025,Walking
278.247,8.951,-2.812,-1.18,9.456,Walking
278.257,9.613,-2.781,-0.527,10.021,Walking
278.267,10.283,-2.718,-0.04,10.636,Walking
278.277,10.918,-2.592,0.26,11.225,Walking
278.286,11.441,-2.375,0.36,11.69,Walking
278.296,11.703,-2.049,0.165,11.883,Walking
278.306,11.637,-1.672,-0.265,11.76,Walking
278.316,11.342,-1.393,-0.833,11.458,Walking
278.326,11.21,-1.433,-1.27,11.373,Walking
278.336,11.388,-1.838,-1.478,11.63,Walking
278.346,11.803,-2.455,-1.486,12.147,Walking
278.356,12.351,-3.015,-1.422,12.793,Walking
278.366,12.94,-3.535,-1.497,13.497,Walking
278.376,13.506,-4.022,-1.773,14.203,Walking
278.386,13.921,-4.399,-2.15,14.757,Walking
278.396,14.142,-4.582,-2.489,15.073,Walking
278.406,14.183,-4.608,-2.744,15.163,Walking
278.416,13.991,-4.466,-2.832,14.957,Walking
278.426,13.502,-4.129,-2.69,14.373,Walking
278.436,12.886,-3.624,-2.333,13.588,Walking
278.446,12.185,-3.026,-1.848,12.69,Walking
278.456,11.428,-2.379,-1.359,11.752,Walking
278.466,10.636,-1.78,-0.923,10.824,Walking
278.476,9.913,-1.288,-0.583,10.013,Walking
278.486,9.349,-0.992,-0.361,9.409,Walking
278.496,8.927,-0.829,-0.218,8.969,Walking
278.506,8.633,-0.734,-0.14,8.665,Walking
278.516,8.418,-0.673,-0.081,8.445,Walking
278.525,8.221,-0.63,-0.011,8.245,Walking
278.535,8.09,-0.594,0.133,8.113,Walking
278.545,8.113,-0.57,0.284,8.137,Walking
278.555,8.216,-0.542,0.388,8.243,Walking
278.565,8.384,-0.487,0.407,8.408,Walking
278.575,8.614,-0.42,0.363,8.632,Walking
278.585,8.873,-0.355,0.253,8.884,Walking
278.595,9.213,-0.296,0.073,9.219,Walking
278.605,9.589,-0.253,-0.096,9.593,Walking
278.615,9.932,-0.212,-0.278,9.938,Walking
278.625,10.268,-0.186,-0.51,10.282,Walking
278.635,10.582,-0.228,-0.809,10.615,Walking
278.645,10.865,-0.351,-1.128,10.929,Walking
278.655,11.163,-0.492,-1.392,11.261,Walking
278.665,11.486,-0.616,-1.611,11.615,Walking
278.675,11.778,-0.724,-1.755,11.93,Walking
278.685,11.944,-0.785,-1.78,12.101,Walking
278.695,12.103,-0.799,-1.682,12.245,Walking
278.705,12.36,-0.804,-1.506,12.477,Walking
278.715,12.629,-0.821,-1.361,12.728,Walking
278.725,12.826,-0.885,-1.299,12.922,Walking
278.735,13.078,-0.977,-1.233,13.172,Walking
278.745,13.469,-1.086,-1.195,13.566,Walking
278.755,13.765,-1.206,-1.35,13.884,Walking
278.765,13.846,-1.344,-1.693,14.014,Walking
278.774,13.641,-1.416,-2.09,13.872,Walking
278.784,13.243,-1.426,-2.412,13.537,Walking
278.794,12.788,-1.431,-2.574,13.123,Walking
278.804,12.32,-1.466,-2.524,12.661,Walking
278.814,11.854,-1.373,-2.372,12.167,Walking
278.824,11.298,-1.325,-2.21,11.589,Walking
278.834,10.71,-1.343,-2.001,10.978,Walking
278.844,10.181,-1.454,-1.757,10.433,Walking
278.854,9.789,-1.632,-1.497,10.037,Walking
278.864,9.616,-1.843,-1.213,9.866,Walking
278.874,9.613,-2.016,-0.962,9.869,Walking
278.884,9.682,-2.084,-0.709,9.929,Walking
278.894,9.904,-2.101,-0.478,10.136,Walking
278.904,10.32,-2.104,-0.226,10.534,Walking
278.914,10.85,-2.127,0.013,11.056,Walking
278.924,11.341,-2.163,0.14,11.546,Walking
278.934,11.699,-2.246,0.066,11.913,Walking
278.944,11.959,-2.37,-0.123,12.192,Walking
278.954,12.213,-2.501,-0.38,12.472,Walking
278.964,12.487,-2.685,-0.655,12.79,Walking
278.974,12.812,-2.857,-0.837,13.153,Walking
278.984,13.075,-2.959,-0.955,13.439,Walking
278.994,13.126,-2.97,-1.094,13.502,Walking
279.004,12.92,-2.913,-1.277,13.306,Walking
279.013,12.586,-3.031,-1.429,13.025,Walking
279.023,12.116,-3.327,-1.534,12.658,Walking
279.033,11.571,-3.488,-1.495,12.177,Walking
279.043,10.949,-3.478,-1.369,11.57,Walking
279.053,10.361,-3.422,-1.212,10.978,Walking
279.063,9.873,-3.316,-0.925,10.456,Walking
279.073,9.437,-3.136,-0.7,9.969,Walking
279.083,9.142,-2.867,-0.473,9.593,Walking
279.093,8.908,-2.605,-0.385,9.289,Walking
279.103,8.668,-2.373,-0.411,8.996,Walking
279.113,8.378,-2.1,-0.453,8.649,Walking
279.123,8.103,-1.84,-0.439,8.32,Walking
279.133,7.961,-1.662,-0.384,8.142,Walking
279.143,7.804,-1.504,-0.359,7.956,Walking
279.153,7.597,-1.364,-0.317,7.725,Walking
279.163,7.489,-1.292,-0.297,7.606,Walking
279.173,7.47,-1.304,-0.482,7.598,Walking
279.183,7.383,-1.365,-0.805,7.551,Walking
279.193,7.312,-1.408,-1.084,7.525,Walking
279.203,7.227,-1.446,-1.344,7.492,Walking
279.213,7.125,-1.487,-1.528,7.437,Walking
279.223,7.188,-1.609,-1.587,7.535,Walking
279.233,7.381,-1.806,-1.608,7.767,Walking
279.243,7.601,-1.985,-1.592,8.015,Walking
279.252,7.873,-2.153,-1.495,8.298,Walking
279.262,8.123,-2.271,-1.432,8.556,Walking
279.272,8.328,-2.307,-1.379,8.751,Walking
279.282,8.431,-2.274,-1.345,8.835,Walking
279.292,8.423,-2.221,-1.268,8.802,Walking
279.302,8.486,-2.256,-1.129,8.853,Walking
279.312,8.825,-2.47,-0.876,9.206,Walking
279.322,9.428,-2.73,-0.573,9.832,Walking
279.332,10.062,-2.86,-0.393,10.468,Walking
279.342,10.65,-2.818,-0.402,11.024,Walking
279.352,11.177,-2.657,-0.553,11.502,Walking
279.362,11.565,-2.494,-0.799,11.858,Walking
279.372,11.538,-2.32,-1.113,11.822,Walking
279.382,11.139,-1.815,-1.374,11.369,Walking
279.392,10.621,-1.29,-1.569,10.814,Walking
279.402,10.213,-0.937,-1.636,10.386,Walking
279.412,10.113,-0.878,-1.48,10.258,Walking
279.422,10.381,-1.202,-1.195,10.518,Walking
279.432,10.777,-1.716,-1.039,10.962,Walking
279.442,11.252,-2.159,-1.154,11.515,Walking
279.452,11.757,-2.513,-1.431,12.107,Walking
279.462,12.252,-2.795,-1.804,12.696,Walking
279.472,12.641,-3.019,-2.219,13.185,Walking
279.482,12.759,-3.119,-2.602,13.39,Walking
279.492,12.62,-3.06,-2.875,13.3,Walking
279.501,12.347,-2.892,-2.959,13.022,Walking
279.511,11.94,-2.682,-2.891,12.574,Walking
279.521,11.305,-2.316,-2.674,11.845,Walking
279.531,10.561,-1.807,-2.325,10.963,Walking
279.541,9.916,-1.281,-1.947,10.187,Walking
279.551,9.326,-0.806,-1.624,9.501,Walking
279.561,8.746,-0.394,-1.327,8.855,Walking
279.571,8.256,-0.078,-1.028,8.32,Walking
279.581,7.884,0.124,-0.782,7.923,Walking
279.591,7.67,0.204,-0.61,7.697,Walking
279.601,7.509,0.224,-0.498,7.529,Walking
279.611,7.378,0.219,-0.369,7.391,Walking
279.621,7.293,0.234,-0.232,7.301,Walking
279.631,7.364,0.27,-0.128,7.37,Walking
279.641,7.533,0.32,-0.103,7.54,Walking
279.651,7.764,0.406,-0.14,7.776,Walking
279.661,8.119,0.477,-0.232,8.136,Walking
279.671,8.579,0.504,-0.352,8.601,Walking
279.681,9.094,0.475,-0.49,9.119,Walking
279.691,9.646,0.376,-0.619,9.673,Walking
279.701,10.224,0.255,-0.743,10.254,Walking
279.711,10.714,0.134,-0.825,10.746,Walking
279.721,11.085,-0.005,-0.929,11.124,Walking
279.731,11.395,-0.269,-1.113,11.452,Walking
279.74,11.647,-0.604,-1.307,11.736,Walking
279.75,11.779,-0.906,-1.499,11.909,Walking
279.76,11.905,-1.187,-1.663,12.08,Walking
279.77,12.005,-1.416,-1.759,12.216,Walking
279.78,11.999,-1.487,-1.756,12.217,Walking
279.79,11.906,-1.354,-1.679,12.1,Walking
279.8,11.817,-1.068,-1.457,11.954,Walking
279.81,11.717,-0.648,-1.201,11.796,Walking
279.82,11.617,-0.211,-1.044,11.666,Walking
279.83,11.472,0.197,-0.992,11.516,Walking
279.84,11.275,0.565,-1.009,11.334,Walking
279.85,11.226,0.796,-1.053,11.303,Walking
279.86,11.412,0.897,-1.043,11.495,Walking
279.87,11.708,0.915,-1.021,11.788,Walking
279.88,12.052,0.825,-1.061,12.127,Walking
279.89,12.406,0.578,-1.182,12.475,Walking
279.9,12.713,0.289,-1.365,12.789,Walking
279.91,12.767,0.022,-1.751,12.887,Walking
279.92,12.447,-0.242,-2.37,12.673,Walking
